./data_1_9/nsf_centers_easy_s1.json,0.49778397457078843,667,38940.18777900937
./data_1_9/nsf_centers_easy_s2.json,0.495985056694223,1039,28382.862858102195
./data_1_9/nsf_centers_easy_s3.json,0.4956507208093386,592,48301.77547171737
./data_1_9/nsf_centers_hard_s1.json,0.49947261061973836,1510,68904.65407944894
./data_1_9/nsf_centers_hard_s2.json,0.4714494871947639,1603,41596.453628029936
./data_1_9/nsf_centers_normal_s1.json,0.496466276027528,983,71334.05491585602
./data_1_9/nsf_centers_normal_s1.json,0.49732358973471935,907,77089.837890364
./data_1_9/nsf_centers_normal_s2.json,0.5010869853321172,1010,61336.52760625249
./data_1_9/nsf_rural_easy_s1.json,0.4067132273235115,561,136297.4356439216
./data_1_9/nsf_rural_easy_s2.json,0.43306597225107024,468,192690.94377316878
./data_1_9/nsf_rural_easy_s3.json,0.4309029375272824,456,239729.00201024447
./data_1_9/nsf_rural_hard_s1.json,0.4833069577739872,1580,285901.28562934644
./data_1_9/nsf_rural_hard_s2.json,0.45345092046703367,1507,271031.37626272463
./data_1_9/nsf_rural_easy_s1.json,0.40381052384167626,516,141004.96110733942
./data_1_9/nsf_rural_hard_s1.json,0.4832940724399629,1565,299615.11894970277
./data_1_9/nsf_rural_hard_s2.json,0.44620134513228454,1444,299986.20842255274
